salário (kR$);gênero
10.8639361;homem
5.956311896;mulher
7.589077294;homem
7.819800301;homem
5.208174808;mulher
7.508435194;homem
7.248366308;homem
11.74972999;homem
11.02872548;homem
9.436867331;homem
8.833393084;homem
4.409590803;mulher
9.984421078;homem
5.678020511;homem
7.584448554;homem
7.260258241;homem
7.768689211;homem
8.341417177;mulher
5.428391182;mulher
6.379482329;mulher
4.705395547;homem
6.096655625;mulher
8.379389433;homem
8.781617351;homem
4.446916717;mulher
8.480389262;mulher
11.63912783;homem
3.867719459;mulher
4.427633609;mulher
8.790954703;homem
4.631085705;mulher
2.365723572;mulher
8.050881346;homem
8.873864598;homem
3.37332319;mulher
9.387772836;mulher
7.79610871;mulher
6.697935852;homem
5.80573562;mulher
4.890143101;mulher
6.492171786;mulher
9.190453591;homem
5.965967537;mulher
5.361410412;mulher
4.952901382;mulher
7.118139079;mulher
6.608439286;homem
3.636924878;mulher
9.400492544;homem
6.254863956;mulher
7.375750331;homem
7.437881563;homem
5.873286167;mulher
7.418819125;homem
11.89209103;homem
4.944205959;mulher
4.260039207;mulher
6.059383277;mulher
5.443458084;mulher
8.747813628;homem
9.951624935;homem
5.48930021;homem
8.703744667;homem
5.404304303;homem
9.056282042;homem
9.740492893;homem
7.787542651;homem
2.710354734;mulher
12.15180977;homem
11.37234031;homem
12.56420902;homem
6.554385707;mulher
7.798348044;homem
4.81834665;mulher
7.050521278;mulher
8.413917894;mulher
10.41684015;homem
7.267439847;homem
12.90697162;homem
11.68157503;homem
4.102407622;mulher
8.654298139;mulher
11.57801822;homem
4.88244113;mulher
7.799715387;homem
11.33839347;homem
10.82930356;mulher
5.347275029;mulher
8.796496804;homem
6.131492176;mulher
8.833838464;homem
6.789354443;mulher
8.136310961;homem
8.195128373;homem
-1.972839732;mulher
4.593860991;mulher
4.477024522;mulher
12.49686803;homem
8.207938682;mulher
6.043155797;homem
6.598130294;homem
6.398190825;homem
7.389361526;homem
7.483513288;mulher
5.173709458;mulher
8.185693585;mulher
7.780526887;homem
10.23933515;homem
7.72270077;mulher
3.172076194;mulher
8.840258833;homem
8.301498107;homem
7.834724655;homem
8.716446354;homem
2.504383948;mulher
8.181879681;homem
7.811816376;homem
13.60011286;homem
8.144212195;homem
7.249537479;mulher
11.56921297;homem
7.981474188;mulher
4.783345526;homem
9.117428432;homem
3.602113039;mulher
9.278131402;homem
7.987759816;homem
10.96848575;homem
6.507106902;mulher
10.17302142;homem
7.114178949;homem
6.214305609;homem
7.420364525;homem
10.52102516;mulher
8.285472991;homem
8.755451486;homem
8.501265582;homem
1.880082853;mulher
7.76810832;homem
5.117351016;mulher
9.212323856;homem
12.21588168;homem
6.937972137;homem
10.05367356;homem
7.573238613;mulher
10.06000322;homem
8.051812468;homem
3.22450544;mulher
9.370607882;homem
8.520574544;homem
8.104916255;homem
9.533270374;homem
10.29130858;homem
7.930202928;mulher
9.576405404;homem
9.79346494;homem
5.820504624;mulher
11.6902521;homem
4.93862982;mulher
8.696960636;mulher
9.037399833;homem
5.330048383;mulher
7.888124429;mulher
6.943167905;mulher
9.460663012;mulher
8.903348716;homem
4.627004696;homem
5.84602605;mulher
6.534103166;homem
6.814772109;mulher
6.210677772;mulher
5.243201266;mulher
4.969988094;mulher
2.991926696;mulher
9.73118743;homem
2.578328599;mulher
6.813222553;homem
6.516107295;mulher
6.841931033;mulher
7.238812724;mulher
5.464099241;mulher
4.92829694;mulher
7.845453636;mulher
5.472246429;mulher
7.794835645;homem
5.547090152;mulher
6.882602679;mulher
8.452381212;mulher
8.553876926;homem
8.516706979;homem
10.14641427;mulher
6.125987869;mulher
11.30408042;homem
9.53395493;homem
8.249391563;homem
10.38104035;homem
9.442443888;homem
6.157713584;mulher
6.007885166;homem
6.36600133;mulher
6.799217307;homem
9.190530651;homem
6.295189554;homem
5.184249584;mulher
4.818475764;mulher
8.844742271;homem
8.492359661;homem
8.480190703;homem
3.620831468;mulher
5.453003292;mulher
9.391086165;homem
5.930063085;mulher
9.584774558;homem
2.237049544;mulher
10.31873994;homem
5.675867813;mulher
9.45679052;homem
5.897956949;homem
10.64238011;mulher
6.780166705;mulher
8.28712973;mulher
6.604881443;mulher
7.411620582;mulher
3.259963713;mulher
8.752407392;homem
12.68178631;homem
10.98885951;homem
5.986072506;mulher
11.09613716;mulher
5.431946649;homem
7.213570192;mulher
11.05631217;homem
10.37891573;homem
2.671089576;mulher
7.168567213;mulher
4.880771537;mulher
10.94520664;homem
4.340504169;mulher
2.92442989;mulher
10.4067047;homem
6.895314041;mulher
5.432751298;mulher
7.547472127;homem
5.631167371;mulher
7.633730461;homem
8.609206346;homem
10.63899576;homem
10.75285961;homem
11.29294485;homem
13.48837069;homem
12.67275168;homem
8.642104895;mulher
3.734095551;mulher
9.238063437;homem
3.610664323;mulher
8.032523111;homem
12.08741301;homem
3.698499386;homem
9.895060392;homem
7.428200152;mulher
7.763978655;mulher
11.29438027;homem
5.171620556;mulher
4.963906752;homem
4.753583267;mulher
5.863475744;mulher
6.172885657;homem
4.664170611;mulher
6.065861628;mulher
3.236926894;mulher
4.543172634;homem
8.922300773;homem
5.117581478;mulher
9.104291949;homem
4.555208747;mulher
9.179579032;homem
5.084221737;mulher
5.138117705;mulher
9.102921436;homem
4.71866957;mulher
7.905609314;mulher
6.390223065;mulher
5.646926876;mulher
5.993381056;homem
8.531594567;mulher
8.331429748;homem
10.98448758;homem
10.02371302;homem
8.196278377;homem
8.071039761;mulher
12.47734595;homem
9.356907797;homem
9.320635135;homem
11.58160678;homem
10.74357935;homem
8.34339353;mulher
7.851649845;homem
5.220262116;mulher
9.148799881;homem
8.756462678;homem
6.95198475;mulher
10.99789219;homem
6.562715879;homem
7.537269674;mulher
8.369065303;mulher
6.35899252;mulher
5.272722643;mulher
6.735541485;homem
7.271668815;mulher
5.532538505;homem
4.442186436;mulher
5.141076609;mulher
6.616792924;homem
10.33958444;homem
5.8332025;homem
7.147277241;homem
5.010716948;mulher
9.925291852;homem
4.942815481;mulher
8.409108;mulher
6.150306444;homem
8.247509187;mulher
6.159462701;mulher
9.395027396;homem
12.97920368;homem
5.345016072;mulher
3.750920024;mulher
9.338524839;homem
6.968631255;mulher
7.761105006;mulher
9.88276783;homem
9.339291994;homem
7.690818102;homem
11.63348134;mulher
7.176512177;mulher
9.646432016;homem
3.19667885;homem
7.228292788;homem
7.389160489;mulher
9.114109773;mulher
3.545100748;homem
10.50851799;homem
8.890665857;homem
8.034849746;mulher
11.51393;homem
4.154879324;mulher
6.86783096;homem
6.424664469;mulher
4.777819858;homem
6.892427866;mulher
11.28052759;homem
9.470075671;homem
8.258421576;homem
5.185212032;mulher
7.885814995;homem
4.943686701;mulher
10.93913132;homem
9.943620196;homem
5.988905844;mulher
6.288439401;mulher
6.402097119;mulher
7.594933959;homem
10.27983111;homem
5.175122062;mulher
10.77716034;homem
8.281778895;mulher
8.139086474;homem
5.945418718;homem
11.67475861;homem
3.063173182;mulher
6.153865797;homem
5.839802227;mulher
3.743334118;mulher
3.577607225;homem
4.4508185;mulher
10.35730207;homem
10.40070363;homem
6.249896882;mulher
7.912624596;homem
6.143783975;homem
4.381535119;mulher
7.938080201;homem
9.598092497;homem
8.065843129;homem
8.423083145;mulher
1.908472567;mulher
9.325328737;homem
5.961394872;mulher
11.86541605;homem
9.116679162;mulher
9.003621545;mulher
10.52700455;homem
6.329153574;mulher
9.148022736;homem
6.03284834;mulher
5.321533011;homem
7.242161608;mulher
5.853969995;mulher
5.850858963;homem
12.72951433;homem
10.31255918;homem
11.23304523;homem
14.23809649;homem
6.741619394;mulher
2.512031482;mulher
5.378488462;mulher
4.100068716;mulher
9.859130461;homem
7.320495469;homem
4.628116047;mulher
4.140569883;mulher
9.816378289;homem
8.449368686;mulher
8.734069541;mulher
9.954839069;homem
11.38047029;homem
8.299540618;mulher
10.66449585;homem
9.95688936;homem
10.06333527;homem
9.205294232;homem
6.153712044;mulher
9.749206993;homem
10.19817948;homem
10.68618315;homem
13.26546063;homem
10.2758497;mulher
9.541152028;homem
9.342724846;homem
6.277060718;mulher
8.763347672;mulher
9.933638227;homem
9.835864823;homem
9.274061475;homem
4.344743114;mulher
10.53335964;homem
7.0048515;homem
11.76237484;homem
7.199119923;homem
5.270376274;mulher
5.214866767;mulher
5.655297131;mulher
11.79845441;homem
7.636637823;homem
4.104627803;mulher
4.198923896;mulher
5.749360145;mulher
10.50538978;homem
8.106435275;homem
4.913141781;mulher
9.652519201;homem
4.71104381;mulher
4.447215518;mulher
4.779785034;mulher
8.776865182;mulher
10.76993914;homem
6.353012017;homem
12.31567378;homem
9.669292442;homem
7.304216679;mulher
7.271532213;mulher
4.043866419;mulher
7.750296576;mulher
6.09558189;homem
12.50808428;homem
10.23429099;homem
3.805138652;mulher
2.918397535;mulher
7.015205869;homem
6.488381182;mulher
3.691741949;mulher
11.19133041;homem
6.864369222;mulher
4.887819138;mulher
5.785109594;mulher
7.63816316;homem
9.130485803;mulher
13.64067391;homem
7.611975868;mulher
5.015856349;mulher
3.903374236;homem
8.10999383;mulher
6.406374093;mulher
9.673616863;homem
11.3920758;homem
11.3753407;homem
5.177071151;mulher
7.511553617;homem
9.270181305;homem
7.522724214;homem
8.199482128;homem
9.083577513;homem
4.022649743;mulher
6.545136796;mulher
10.28093241;homem
12.80008224;homem
10.20888447;homem
10.91388779;homem
8.632507471;homem
7.600819927;homem
11.57215967;homem
5.327096425;homem
3.459747428;mulher
6.581804219;homem
6.645669244;mulher
7.119021919;mulher
5.915753879;homem
6.565416527;mulher
8.309799616;mulher
9.481317746;homem
7.832696331;homem
5.089546435;homem
9.223586718;mulher
5.232922147;mulher
10.37244134;homem
6.054441266;homem
8.852170193;homem
6.663805596;mulher
12.22116435;homem
6.946317113;mulher
4.52045093;mulher
6.903349884;mulher
9.671487578;mulher
12.57556277;homem
10.90353947;homem
8.81400549;homem
4.758746498;homem
4.777957544;mulher
9.352222617;homem
11.23764148;homem
5.882272312;mulher
8.414877723;mulher
10.82243013;homem
5.596466775;mulher
9.148121292;mulher
8.80738549;homem
13.66746622;homem
8.679344858;homem
6.910006813;mulher
5.278426395;mulher
9.042229898;homem
7.772112581;homem
4.657418557;homem
8.535173145;mulher
7.305827729;mulher
5.7912412;homem
11.85356035;homem
3.415889626;mulher
10.68324564;homem
4.218457897;mulher
7.863794528;mulher
8.688099072;homem
8.648831317;homem
7.794261549;mulher
4.806393352;mulher
8.301795018;homem
8.832448504;homem
9.103021611;mulher
6.575437626;homem
8.067971082;homem
12.0491045;homem
3.000875365;mulher
8.128844635;mulher
3.833004975;mulher
8.419883506;homem
5.515002179;mulher
2.872274737;mulher
11.18700716;homem
5.429838349;mulher
9.181221386;homem
6.970020335;mulher
9.922507941;homem
4.808813593;mulher
9.284957892;homem
10.27105914;homem
7.759415607;homem
4.941019586;mulher
4.631575216;mulher
6.02029221;homem
8.824221363;homem
3.760076664;mulher
6.873658179;mulher
7.063788286;mulher
4.803671142;mulher
7.365788251;homem
8.055328545;mulher
7.687820701;homem
8.952781786;homem
7.42932917;homem
4.833443282;mulher
10.76895973;homem
9.305597809;homem
4.461416864;mulher
5.27320187;mulher
3.266570832;mulher
3.130462182;mulher
3.892241509;mulher
7.546115192;mulher
6.823714069;homem
4.744969397;mulher
7.826399644;homem
12.0055543;homem
6.013000633;homem
8.533729187;homem
11.96030076;homem
8.972640664;homem
8.814629531;mulher
10.06272549;homem
2.028456222;mulher
6.804505649;homem
3.670789126;mulher
6.802897186;mulher
6.637227017;mulher
8.377077435;homem
4.58783717;mulher
6.496424309;homem
7.91426616;homem
7.82734881;mulher
5.304258588;mulher
6.921124974;mulher
7.784457893;homem
5.823541871;mulher
4.148984116;mulher
6.277733042;mulher
5.774999631;homem
5.673946739;mulher
3.694343334;mulher
4.852667235;mulher
6.802012439;mulher
7.040486545;mulher
8.547630584;homem
5.294508776;mulher
9.979722446;homem
7.161520968;mulher
5.032787865;mulher
9.71022647;mulher
4.500148215;mulher
4.465929886;mulher
11.25963738;homem
7.203246785;mulher
11.83453191;homem
7.758038417;homem
5.322117225;mulher
4.75230375;mulher
8.057003394;homem
10.570996;homem
1.791657677;mulher
6.341477485;mulher
8.628250164;homem
1.607179527;mulher
13.05321981;homem
6.661740502;homem
12.34022878;homem
5.261401337;mulher
9.568333584;homem
8.361940381;mulher
9.499868961;mulher
5.048643747;mulher
7.601588661;mulher
4.337503689;mulher
3.718808139;mulher
11.21087419;homem
9.360436478;homem
11.14186487;homem
7.096665865;mulher
9.622936535;homem
5.875553035;mulher
7.812896798;homem
7.341555166;homem
7.940626538;mulher
7.581254781;mulher
5.94625217;mulher
9.611964646;homem
8.101816103;homem
8.356272163;homem
9.247774495;mulher
8.738300065;homem
9.570004643;homem
9.114686897;mulher
6.552309174;mulher
9.377195908;mulher
12.35499388;homem
9.478336951;homem
8.683117698;homem
7.516978463;mulher
8.597395896;homem
2.493213207;mulher
10.72754994;homem
7.714439533;mulher
11.36205285;homem
8.234846456;mulher
8.182569034;mulher
4.976290869;mulher
6.088633703;mulher
7.801450864;mulher
4.808824166;mulher
7.086037927;homem
5.173574471;mulher
2.616068563;mulher
8.624706641;mulher
10.58711832;homem
7.872487271;mulher
3.938294194;mulher
12.52179467;homem
9.712651523;homem
5.38608783;mulher
6.273176945;mulher
6.053868313;mulher
7.696488601;homem
4.670626921;mulher
6.139159148;mulher
7.556087005;homem
7.092162304;homem
6.605175918;mulher
11.26295948;homem
9.84636149;mulher
8.341846827;homem
5.612683284;mulher
6.718484591;homem
3.433527406;mulher
5.907123787;mulher
9.254375549;homem
8.12512683;homem
4.389188047;mulher
10.65877846;homem
4.797467603;mulher
7.663374307;homem
4.322539105;mulher
9.957701134;homem
4.442864709;mulher
9.866650641;homem
7.767927172;homem
8.793266341;homem
8.806464096;homem
7.397104821;homem
6.632688555;homem
5.376708184;mulher
6.898563558;homem
7.775435374;homem
7.308870375;mulher
10.70199088;homem
10.84408916;homem
7.548621664;mulher
7.516941741;homem
3.260133099;mulher
5.177199502;mulher
6.513185861;homem
7.830993986;homem
6.467355723;homem
8.499835448;mulher
7.634823018;homem
9.061211294;homem
7.904981267;homem
10.01836828;mulher
5.267981072;mulher
6.050849851;mulher
11.3961184;homem
9.858572859;homem
6.584036031;homem
8.435938205;mulher
7.994324303;homem
12.21718771;homem
9.127358475;mulher
12.14626136;homem
9.526668226;homem
9.637139246;mulher
11.91507453;homem
2.455531395;mulher
9.032698309;homem
0.534182318;mulher
8.658202163;mulher
9.18272163;homem
8.94753786;mulher
9.730548059;homem
8.694946125;mulher
2.83003591;mulher
4.984524553;mulher
9.860806123;homem
4.48190843;mulher
5.835449632;mulher
4.962870221;mulher
7.44399528;homem
8.676909978;homem
8.639952481;homem
8.85218926;homem
8.894353439;homem
1.999028137;mulher
7.134221926;homem
4.728691788;mulher
9.88467836;homem
10.51791304;homem
6.17650834;mulher
11.80390524;homem
5.42631579;mulher
4.595631751;mulher
7.667748747;homem
6.784535694;mulher
6.828498036;homem
9.876440076;homem
9.844815908;homem
6.736257083;mulher
7.184977483;homem
3.617239459;homem
8.778692078;homem
9.721513365;mulher
7.818626018;mulher
13.10388108;homem
12.07541159;homem
10.38263525;homem
3.800066226;mulher
13.65798196;homem
7.158800118;mulher
8.18239155;homem
6.222931118;mulher
9.745217498;homem
8.67921709;mulher
10.27317959;homem
8.053858233;homem
6.416928377;homem
6.796586157;mulher
8.055959344;mulher
4.473791312;homem
9.14431486;mulher
7.142710811;homem
14.61687255;homem
9.6005133;mulher
7.035755502;homem
5.948893756;mulher
8.095747684;homem
11.42063825;homem
7.60638054;homem
8.369657724;homem
4.736483725;mulher
12.08348847;homem
7.511212258;homem
7.776788337;homem
12.77377167;homem
10.2482898;homem
5.242091217;homem
5.489256498;mulher
6.967166101;homem
9.655163145;homem
2.393645365;mulher
11.28629656;homem
6.051249358;mulher
7.876361398;homem
10.95381714;homem
9.243686071;homem
4.845329643;homem
7.714571352;homem
10.34133371;homem
10.66355337;homem
5.419838916;mulher
6.500800899;mulher
6.019864985;mulher
8.051211819;homem
3.036242711;mulher
7.867128334;mulher
5.711416665;homem
7.809139337;mulher
8.219024842;homem
5.143239197;mulher
6.480821033;homem
5.40606527;mulher
6.401588573;mulher
4.515004833;mulher
5.286825733;mulher
5.915991542;mulher
9.454146878;homem
6.358441873;homem
6.239596632;mulher
4.364130557;mulher
9.835908702;homem
11.78425242;homem
6.995588289;mulher
7.479024913;mulher
7.223870772;mulher
5.377102971;mulher
5.77479785;mulher
6.184496634;mulher
6.219259699;mulher
6.161961962;homem
7.430590052;homem
6.388801431;mulher
7.458189324;mulher
10.04447377;homem
4.814380915;mulher
6.2194178;mulher
8.875255452;homem
11.85747987;homem
6.50337734;mulher
4.36476379;mulher
7.73537359;homem
10.66008409;mulher
10.49856063;homem
9.917193309;homem
10.52362335;homem
8.153309109;homem
10.54953112;homem
8.643975278;mulher
2.398435598;mulher
8.655409062;mulher
5.622132742;mulher
5.292113117;homem
7.204290272;mulher
11.1387645;homem
8.577002387;mulher
7.335027516;homem
5.54950732;homem
9.345201504;homem
3.989829337;mulher
4.600711977;mulher
9.21093949;homem
7.675970616;homem
8.625133308;homem
5.984768584;homem
6.753579377;homem
7.596195142;mulher
5.024414156;mulher
7.498207106;mulher
7.782179501;homem
7.294408405;homem
8.834886724;mulher
5.110364815;homem
9.783749072;homem
8.290826928;homem
8.019611286;homem
8.362932258;homem
5.555633989;homem
5.756554057;mulher
4.137380426;mulher
7.526674616;mulher
7.050938942;mulher
9.326162111;mulher
14.16849469;homem
7.223858889;homem
8.213082895;mulher
5.641670683;mulher
4.868433594;mulher
5.290691022;mulher
4.84354369;mulher
2.543598188;mulher
4.647328589;mulher
7.965994427;homem
10.22812176;homem
8.036651051;homem
7.01564237;mulher
12.04298445;homem
7.258501495;mulher
6.783722907;mulher
10.15573311;homem
8.357540797;homem
11.63141629;mulher
7.540565755;homem
4.901488293;mulher
8.303897963;homem
8.342836189;homem
6.10043805;mulher
11.13472379;homem
6.690425896;mulher
5.593853544;mulher
7.81603381;homem
5.061060182;mulher
7.827979198;homem
9.833405221;homem
6.620714898;mulher
10.06751034;homem
4.357205955;mulher
9.041775315;mulher
6.74375535;mulher
10.34050082;homem
8.446841344;homem
9.673591046;homem
6.682810414;homem
8.900341614;homem
6.414382993;homem
4.834481118;mulher
4.13604385;mulher
6.089443219;homem
10.38626706;homem
13.11021128;homem
9.946369107;homem
10.27726227;homem
5.863373377;mulher
7.484405866;homem
7.126180394;homem
6.375853628;mulher
4.955540342;homem
6.152904529;mulher
4.148896056;homem
6.404576945;homem
11.51218972;homem
8.121062556;homem
12.66688629;homem
10.59841986;homem
13.16264876;homem
10.44035457;mulher
7.109426851;homem
10.7209817;homem
10.55244943;homem
3.563545932;mulher
4.744904436;mulher
8.800006446;homem
8.273388427;homem
6.661780334;mulher
5.928187367;mulher
3.895275987;mulher
7.032262556;mulher
9.675425823;homem
7.710444105;mulher
7.57520255;homem
5.723539481;mulher
5.589874867;mulher
2.071819161;mulher
6.434743224;mulher
7.892700364;homem
8.834713682;homem
6.711375389;mulher
7.72106923;homem
8.950774565;homem
2.148359754;mulher
9.879082317;homem
8.119540282;homem
9.530628045;mulher
3.683590502;mulher
8.676300557;homem
8.503787817;homem
5.929243379;mulher
3.148170166;mulher
6.968947143;homem
2.337780826;mulher
4.562958721;mulher
9.558520462;mulher
8.988298496;homem
6.919747655;mulher
10.54000366;homem
11.13040985;homem
11.55829491;homem
6.428130419;homem
5.926285825;mulher
8.943693508;mulher
10.50143213;homem
6.009691714;homem
6.763466507;homem
8.656723516;mulher
8.060497119;homem
9.396148211;homem
7.770949659;mulher
6.8510403;homem
7.755130136;homem
10.73015084;homem
5.843716463;mulher
9.279187109;homem
7.776930468;homem
6.876922114;mulher
10.76660609;homem
8.616509969;mulher
8.813921993;homem
9.602388235;homem
4.860828211;mulher
3.047964466;mulher
6.565204035;mulher
9.952185113;homem
6.958428636;homem
6.236708604;mulher
6.038434881;mulher
6.825876545;mulher
9.562506818;mulher
11.38242566;homem
6.200906032;mulher
7.88798957;homem
8.599875092;mulher
4.972888642;mulher
7.493432158;homem
7.39730986;mulher
11.00161233;homem
10.43154067;mulher
6.897220155;mulher
5.003085524;mulher
11.34052434;homem
5.621299069;homem
6.999150524;mulher
2.546784964;mulher
4.356293645;mulher
9.979654001;homem
7.963799231;mulher
12.1115212;homem
10.65277809;homem
6.790659507;mulher
7.087353503;homem
8.72218707;homem
2.063093866;mulher
10.04306156;homem
9.682607254;mulher
8.496091598;homem
8.738428161;mulher
8.601827347;mulher
8.000535349;homem
6.224222614;mulher
11.28310279;homem
1.986507167;mulher
10.74454933;homem
8.008498613;homem
6.840388308;homem
7.898945027;mulher
4.389978067;mulher
11.97300193;homem
4.2634987;mulher
7.22304753;mulher
11.64696508;mulher
9.55796728;homem
6.165144812;mulher
10.98309306;homem
6.389514726;mulher
12.86333208;homem
7.703740823;homem
9.382434408;homem
10.6370691;homem
6.998097523;mulher
8.401432773;homem
10.9896187;homem
8.797960733;mulher
6.299763526;mulher
2.529680282;mulher
10.58438111;homem
1.291539438;mulher
7.186882897;mulher
8.804407765;homem
13.59992913;homem
5.762641113;mulher
4.842387721;mulher
8.74616321;homem
10.16252067;homem
3.894360674;mulher
10.05846686;homem
9.599526978;homem
7.563976752;mulher
8.419612996;mulher
7.999053158;homem
5.276268781;mulher
9.565683834;homem
7.345936106;mulher
5.86137125;mulher
5.452850255;mulher
4.135295279;mulher
8.970164867;homem
5.528393034;mulher
6.273799337;mulher
4.452873424;homem
4.874709314;mulher
9.241817917;homem
11.1043128;homem
4.979462385;mulher
7.309078692;homem
9.942460216;homem
9.865264123;mulher
11.8769078;homem
7.063636259;mulher
5.263505096;mulher
9.251603229;homem
3.370445834;mulher
8.593974177;homem
6.267681424;mulher
13.97686808;homem
9.596481417;homem
10.15616891;homem
10.22933027;homem
2.964295692;mulher
8.661646163;homem
9.483881493;mulher
5.235244285;mulher
9.495965954;homem
3.452543249;mulher
11.0240283;homem
7.589993477;homem
5.272382928;mulher
9.905968844;homem
7.12771828;mulher
4.507993539;homem
6.666064778;mulher
8.581405248;mulher
10.01334303;homem
4.970808331;mulher
2.740077796;mulher
10.517614;homem
7.578562824;homem
8.161594949;homem
5.498806327;mulher
1.974630022;mulher
8.23008998;homem
10.17674495;homem
9.118551642;mulher
8.315315543;mulher
8.543233712;homem
8.769724785;mulher
8.396463361;homem
4.489044224;homem
9.575276327;homem
8.397767193;mulher
5.810783221;mulher
10.40830667;homem
6.61367612;mulher
7.85999158;mulher
9.712212895;mulher
2.51524417;mulher
4.915713257;mulher
6.215381407;homem
9.991676618;homem
5.87495532;mulher
7.045325879;homem
5.235884961;mulher
8.851296112;homem
4.508407177;mulher
8.647131018;mulher
6.170762502;homem
4.248329095;mulher
8.679826914;mulher
6.802825174;homem
6.393239437;mulher
9.653408457;homem
8.478135437;homem
7.718154715;homem
4.247793158;mulher
8.695894891;mulher
8.452654382;homem
11.01558002;homem
7.893757153;homem
7.38589357;mulher
9.964521808;homem
1.887454624;mulher
1.789360397;mulher
8.585892476;homem
8.487598777;homem
10.24330709;homem
11.58431692;homem
3.69832748;mulher
9.599982602;mulher
12.98088942;homem
7.237783195;mulher
9.402038426;homem
3.525762546;mulher
5.423167371;mulher
5.871467244;mulher
7.422939026;homem
9.936019602;mulher
12.14314435;homem
4.761118714;mulher
6.613140594;homem
9.736880191;homem
9.826146978;homem
5.759258575;mulher
10.94982459;homem
9.480722681;homem
6.533073595;mulher
8.622555745;homem
6.273195911;mulher
7.339653594;homem
9.219122557;homem
5.76161023;mulher
8.587018377;mulher
8.491882917;homem
7.233947356;mulher
9.551951039;mulher
10.87274811;homem
10.15029312;homem
5.029372646;mulher
3.697034063;mulher
14.28439477;homem
7.193510311;homem
8.81088631;homem
10.84612528;homem
0.798448282;mulher
4.678521301;mulher
4.402619188;mulher
6.106575663;mulher
11.6451939;homem
9.757527562;homem
4.177113271;mulher
5.637167259;mulher
11.03859057;homem
9.759888789;homem
9.418923013;homem
10.01433242;mulher
9.742186087;homem
4.481342523;mulher
8.347529468;homem
2.595397924;mulher
7.505317548;mulher
6.089965439;mulher
8.504842176;homem
7.857795169;homem
5.116152328;mulher
6.088415655;homem
4.979464376;mulher
6.070009826;mulher
2.768255576;mulher
10.78965697;homem
8.118914176;mulher
3.287902949;mulher
7.208424597;mulher
10.10304261;mulher
8.352039512;homem
12.14457343;homem
3.177914894;mulher
9.509456735;homem
8.866560952;mulher
7.19798126;homem
9.895091457;homem
5.739247395;mulher
6.687889598;homem
6.557604572;homem
5.409739392;mulher
2.903446066;mulher
6.193421039;mulher
4.954619652;mulher
5.624007274;mulher
5.664134405;mulher
6.262828132;mulher
5.619256848;mulher
9.431810757;homem
8.643501049;homem
2.364540187;mulher
13.96746843;homem
3.026859191;homem
12.99253371;homem
4.711131622;mulher
3.48039832;mulher
6.233195483;homem
6.881699041;mulher
6.158704266;homem
3.688459052;mulher
10.63878465;homem
9.782731498;homem
6.186804154;homem
5.999095628;mulher
8.857853364;homem
7.942784311;homem
9.61624828;homem
7.63597404;mulher
10.61205828;homem
4.562140974;mulher
5.899735118;mulher
6.362399999;mulher
7.35812468;mulher
5.821494406;mulher
6.815140505;homem
10.13705719;homem
7.900337526;mulher
10.47869024;homem
9.817333225;homem
10.76097619;homem
10.80016797;homem
10.02770402;homem
11.2890429;homem
8.06622442;homem
5.108695482;mulher
7.981307529;homem
7.12042902;mulher
10.9873531;mulher
6.363504247;mulher
8.178006656;mulher
5.870477143;mulher
12.04734804;homem
7.588728116;mulher
11.60551405;homem
14.71412189;homem
7.210907526;mulher
8.624347413;mulher
9.013479114;mulher
5.542955498;mulher
13.04799807;homem
8.788497807;homem
11.57912747;homem
10.44342308;homem
10.479802;homem
4.825296175;mulher
9.153904187;homem
9.590505528;homem
11.46228338;homem
4.609768472;mulher
6.12622867;homem
10.30945887;homem
10.11548437;homem
10.1716504;mulher
11.70719901;homem
6.559264685;mulher
8.621716842;homem
9.502377385;homem
12.28262125;homem
5.341798563;mulher
5.963251869;homem
6.466965263;mulher
3.850951666;mulher
4.959933445;mulher
8.878527081;homem
10.39091494;homem
8.695591504;homem
8.885783368;homem
9.885043428;homem
7.671126677;mulher
9.515256469;homem
9.008040425;homem
2.872186798;mulher
11.60984306;homem
9.860118681;homem
8.660564989;homem
12.42826819;homem
6.396037287;mulher
6.268024925;homem
8.932218174;homem
6.308372669;mulher
7.419458545;mulher
7.296129784;homem
1.689095204;mulher
7.708705734;homem
8.637301348;homem
7.390508988;mulher
4.572930986;mulher
10.78198094;homem
9.579654519;mulher
3.957807078;mulher
9.990206478;mulher
7.834557485;homem
10.4721394;homem
6.69612947;mulher
10.01287699;homem
7.05944423;homem
5.628272203;mulher
5.269701785;homem
4.971470685;mulher
11.65661785;homem
5.402603635;mulher
8.856792017;mulher
3.170218365;homem
9.050265127;homem
5.269502531;homem
5.087249369;homem
9.00528932;homem
12.05711269;homem
4.63438908;mulher
7.747760103;mulher
5.583332946;mulher
5.917862966;mulher
6.922895696;homem
5.151062363;homem
10.24802568;homem
7.970985952;homem
3.699999186;mulher
4.450660843;mulher
9.885911263;homem
6.061227118;mulher
8.259596809;mulher
13.46565596;homem
9.905279948;homem
9.894934046;homem
9.671327551;homem
4.399463978;mulher
6.350097764;mulher
9.07858975;homem
6.190895128;homem
9.886578657;homem
8.587700673;mulher
4.004847041;mulher
10.61744463;homem
8.793238194;mulher
10.90168943;homem
5.287806298;mulher
4.844211612;mulher
9.399415951;homem
7.623705177;homem
6.785311329;homem
7.035023153;mulher
5.452846045;mulher
9.762043688;homem
5.607369568;mulher
4.089996887;mulher
7.515625329;homem
