,Partícula,Sensor
7841,presente,nao detectou
7842,ausente,nao detectou
7843,ausente,nao detectou
7844,ausente,nao detectou
7845,presente,nao detectou
7846,ausente,nao detectou
7847,ausente,nao detectou
7848,presente,detectou
7849,ausente,nao detectou
7850,ausente,detectou
7851,ausente,nao detectou
7852,presente,nao detectou
7853,ausente,nao detectou
7854,ausente,nao detectou
7855,ausente,nao detectou
7856,presente,nao detectou
7857,ausente,detectou
7858,ausente,nao detectou
7859,ausente,nao detectou
7860,ausente,nao detectou
7861,ausente,nao detectou
7862,ausente,nao detectou
7863,ausente,nao detectou
7864,ausente,detectou
7865,presente,nao detectou
7866,ausente,nao detectou
7867,ausente,nao detectou
7868,ausente,nao detectou
7869,ausente,nao detectou
7870,presente,nao detectou
7871,ausente,nao detectou
7872,ausente,nao detectou
7873,ausente,nao detectou
7874,ausente,nao detectou
7875,ausente,nao detectou
7876,ausente,nao detectou
7877,ausente,detectou
7878,ausente,nao detectou
7879,ausente,nao detectou
7880,ausente,nao detectou
7881,ausente,nao detectou
7882,ausente,detectou
7883,ausente,nao detectou
7884,presente,detectou
7885,presente,detectou
7886,ausente,nao detectou
7887,presente,detectou
7888,ausente,detectou
7889,ausente,nao detectou
7890,ausente,nao detectou
7891,ausente,nao detectou
7892,ausente,nao detectou
7893,ausente,detectou
7894,ausente,nao detectou
7895,ausente,nao detectou
7896,ausente,nao detectou
7897,ausente,nao detectou
7898,presente,nao detectou
7899,presente,detectou
7900,ausente,nao detectou
7901,ausente,detectou
7902,ausente,nao detectou
7903,ausente,nao detectou
7904,presente,detectou
7905,ausente,nao detectou
7906,presente,detectou
7907,ausente,nao detectou
7908,presente,detectou
7909,ausente,nao detectou
7910,ausente,nao detectou
7911,presente,detectou
7912,ausente,nao detectou
7913,ausente,nao detectou
7914,ausente,nao detectou
7915,ausente,nao detectou
7916,ausente,detectou
7917,presente,detectou
7918,presente,nao detectou
7919,ausente,nao detectou
7920,ausente,nao detectou
7921,presente,detectou
7922,ausente,nao detectou
7923,presente,nao detectou
7924,ausente,nao detectou
7925,presente,detectou
7926,ausente,nao detectou
7927,ausente,nao detectou
7928,ausente,nao detectou
7929,ausente,nao detectou
7930,ausente,nao detectou
7931,ausente,detectou
7932,ausente,nao detectou
7933,presente,nao detectou
7934,ausente,nao detectou
7935,ausente,nao detectou
7936,ausente,nao detectou
7937,ausente,detectou
7938,ausente,nao detectou
7939,ausente,nao detectou
7940,ausente,detectou
7941,ausente,nao detectou
7942,ausente,nao detectou
7943,presente,detectou
7944,ausente,nao detectou
7945,ausente,nao detectou
7946,ausente,nao detectou
7947,presente,detectou
7948,ausente,nao detectou
7949,ausente,nao detectou
7950,ausente,nao detectou
7951,ausente,nao detectou
7952,ausente,nao detectou
7953,ausente,nao detectou
7954,ausente,nao detectou
7955,ausente,nao detectou
7956,ausente,nao detectou
7957,presente,detectou
7958,ausente,nao detectou
7959,presente,nao detectou
7960,ausente,detectou
7961,presente,nao detectou
7962,ausente,nao detectou
7963,ausente,nao detectou
7964,ausente,nao detectou
7965,ausente,nao detectou
7966,ausente,nao detectou
7967,presente,detectou
7968,presente,nao detectou
7969,presente,detectou
7970,ausente,nao detectou
7971,ausente,nao detectou
7972,ausente,nao detectou
7973,ausente,detectou
7974,presente,detectou
7975,ausente,nao detectou
7976,presente,nao detectou
7977,ausente,nao detectou
7978,ausente,nao detectou
7979,ausente,detectou
7980,presente,detectou
7981,ausente,nao detectou
7982,ausente,detectou
7983,ausente,nao detectou
7984,ausente,nao detectou
7985,presente,detectou
7986,presente,detectou
7987,ausente,nao detectou
7988,ausente,nao detectou
7989,ausente,nao detectou
7990,ausente,nao detectou
7991,ausente,nao detectou
7992,ausente,nao detectou
7993,presente,detectou
7994,ausente,detectou
7995,ausente,nao detectou
7996,presente,detectou
7997,ausente,detectou
7998,presente,detectou
7999,ausente,nao detectou
8000,ausente,nao detectou
8001,ausente,nao detectou
8002,ausente,nao detectou
8003,ausente,nao detectou
8004,ausente,nao detectou
8005,ausente,nao detectou
8006,ausente,nao detectou
8007,presente,detectou
8008,ausente,nao detectou
8009,ausente,nao detectou
8010,ausente,nao detectou
8011,ausente,detectou
8012,ausente,nao detectou
8013,ausente,nao detectou
8014,ausente,nao detectou
8015,ausente,detectou
8016,ausente,nao detectou
8017,ausente,nao detectou
8018,ausente,detectou
8019,ausente,detectou
8020,ausente,nao detectou
8021,presente,detectou
8022,presente,detectou
8023,presente,detectou
8024,ausente,nao detectou
8025,ausente,nao detectou
8026,ausente,nao detectou
8027,ausente,nao detectou
8028,ausente,nao detectou
8029,presente,detectou
8030,ausente,detectou
8031,presente,detectou
8032,ausente,nao detectou
8033,ausente,nao detectou
8034,ausente,nao detectou
8035,ausente,nao detectou
8036,presente,nao detectou
8037,ausente,nao detectou
8038,ausente,nao detectou
8039,ausente,nao detectou
8040,presente,nao detectou
8041,ausente,nao detectou
8042,ausente,detectou
8043,ausente,nao detectou
8044,ausente,nao detectou
8045,ausente,nao detectou
8046,presente,nao detectou
8047,ausente,nao detectou
8048,ausente,nao detectou
8049,ausente,nao detectou
8050,presente,detectou
8051,ausente,nao detectou
8052,ausente,nao detectou
8053,presente,detectou
8054,ausente,nao detectou
8055,ausente,detectou
8056,presente,detectou
8057,ausente,nao detectou
8058,ausente,nao detectou
8059,ausente,nao detectou
8060,ausente,detectou
8061,ausente,nao detectou
8062,presente,nao detectou
8063,ausente,detectou
8064,ausente,nao detectou
8065,ausente,nao detectou
8066,ausente,nao detectou
8067,presente,detectou
8068,presente,nao detectou
8069,ausente,nao detectou
8070,ausente,detectou
8071,ausente,nao detectou
8072,presente,detectou
8073,presente,detectou
8074,ausente,detectou
8075,ausente,detectou
8076,ausente,nao detectou
8077,ausente,nao detectou
8078,ausente,nao detectou
8079,ausente,nao detectou
8080,ausente,nao detectou
8081,ausente,nao detectou
8082,ausente,nao detectou
8083,ausente,nao detectou
8084,ausente,nao detectou
8085,ausente,detectou
8086,ausente,nao detectou
8087,ausente,detectou
8088,ausente,nao detectou
8089,ausente,nao detectou
8090,ausente,nao detectou
8091,ausente,detectou
8092,ausente,nao detectou
8093,presente,nao detectou
8094,ausente,nao detectou
8095,ausente,nao detectou
8096,ausente,nao detectou
8097,ausente,nao detectou
8098,presente,detectou
8099,ausente,nao detectou
8100,ausente,nao detectou
8101,ausente,nao detectou
8102,ausente,nao detectou
8103,ausente,nao detectou
8104,ausente,nao detectou
8105,ausente,nao detectou
8106,ausente,nao detectou
8107,ausente,nao detectou
8108,presente,detectou
8109,ausente,nao detectou
8110,presente,detectou
8111,ausente,detectou
8112,ausente,nao detectou
8113,presente,nao detectou
8114,presente,nao detectou
8115,presente,detectou
8116,ausente,nao detectou
8117,ausente,nao detectou
8118,ausente,nao detectou
8119,presente,detectou
8120,ausente,nao detectou
8121,ausente,nao detectou
8122,ausente,nao detectou
8123,ausente,nao detectou
8124,ausente,nao detectou
8125,ausente,nao detectou
8126,ausente,nao detectou
8127,ausente,nao detectou
8128,presente,detectou
8129,ausente,nao detectou
8130,ausente,nao detectou
8131,presente,nao detectou
8132,presente,detectou
8133,ausente,nao detectou
8134,ausente,nao detectou
8135,ausente,nao detectou
8136,ausente,nao detectou
8137,ausente,nao detectou
8138,ausente,nao detectou
8139,ausente,nao detectou
8140,ausente,nao detectou
8141,ausente,nao detectou
8142,ausente,nao detectou
8143,ausente,nao detectou
8144,ausente,nao detectou
8145,ausente,detectou
8146,ausente,nao detectou
8147,ausente,nao detectou
8148,ausente,detectou
8149,presente,nao detectou
8150,ausente,nao detectou
8151,presente,detectou
8152,ausente,nao detectou
8153,ausente,detectou
8154,ausente,nao detectou
8155,ausente,nao detectou
8156,ausente,nao detectou
8157,presente,detectou
8158,ausente,nao detectou
8159,ausente,nao detectou
8160,presente,nao detectou
8161,ausente,nao detectou
8162,ausente,detectou
8163,presente,detectou
8164,ausente,nao detectou
8165,ausente,nao detectou
8166,ausente,nao detectou
8167,ausente,nao detectou
8168,presente,detectou
8169,ausente,nao detectou
8170,ausente,nao detectou
8171,ausente,detectou
8172,ausente,detectou
8173,ausente,nao detectou
8174,ausente,nao detectou
8175,presente,detectou
8176,ausente,nao detectou
8177,ausente,nao detectou
8178,ausente,nao detectou
8179,ausente,nao detectou
8180,presente,detectou
8181,presente,nao detectou
8182,presente,nao detectou
8183,ausente,detectou
8184,ausente,nao detectou
8185,presente,nao detectou
8186,ausente,nao detectou
8187,ausente,nao detectou
8188,ausente,nao detectou
8189,ausente,nao detectou
8190,ausente,nao detectou
8191,ausente,nao detectou
8192,ausente,nao detectou
8193,ausente,detectou
8194,ausente,nao detectou
8195,ausente,nao detectou
8196,ausente,nao detectou
8197,ausente,nao detectou
8198,presente,detectou
8199,ausente,nao detectou
8200,ausente,nao detectou
8201,presente,detectou
8202,ausente,nao detectou
8203,ausente,nao detectou
8204,ausente,detectou
8205,ausente,nao detectou
8206,presente,nao detectou
8207,presente,detectou
8208,ausente,detectou
8209,ausente,detectou
8210,presente,detectou
8211,presente,detectou
8212,ausente,nao detectou
8213,ausente,nao detectou
8214,ausente,nao detectou
8215,ausente,nao detectou
8216,presente,detectou
8217,presente,detectou
8218,ausente,nao detectou
8219,ausente,nao detectou
8220,ausente,nao detectou
8221,ausente,detectou
8222,ausente,nao detectou
8223,ausente,nao detectou
8224,ausente,detectou
8225,ausente,nao detectou
8226,presente,detectou
8227,ausente,nao detectou
8228,ausente,detectou
8229,presente,detectou
8230,ausente,nao detectou
8231,ausente,nao detectou
8232,ausente,nao detectou
8233,ausente,nao detectou
8234,ausente,nao detectou
8235,ausente,nao detectou
8236,presente,detectou
8237,ausente,nao detectou
8238,ausente,nao detectou
8239,ausente,nao detectou
8240,ausente,nao detectou
8241,ausente,nao detectou
8242,ausente,nao detectou
8243,ausente,nao detectou
8244,ausente,nao detectou
8245,ausente,nao detectou
8246,ausente,nao detectou
8247,ausente,nao detectou
8248,ausente,nao detectou
8249,ausente,nao detectou
8250,ausente,nao detectou
8251,ausente,nao detectou
8252,ausente,detectou
8253,ausente,nao detectou
8254,ausente,detectou
8255,ausente,detectou
8256,ausente,nao detectou
8257,ausente,nao detectou
8258,ausente,nao detectou
8259,ausente,nao detectou
8260,ausente,nao detectou
8261,presente,nao detectou
8262,presente,detectou
8263,ausente,nao detectou
8264,ausente,nao detectou
8265,ausente,nao detectou
8266,ausente,nao detectou
8267,ausente,nao detectou
8268,ausente,nao detectou
8269,ausente,nao detectou
8270,ausente,nao detectou
8271,ausente,nao detectou
8272,presente,detectou
8273,ausente,nao detectou
8274,presente,detectou
8275,ausente,nao detectou
8276,ausente,nao detectou
8277,presente,nao detectou
8278,ausente,nao detectou
8279,ausente,nao detectou
8280,ausente,nao detectou
8281,presente,detectou
8282,ausente,nao detectou
8283,ausente,nao detectou
8284,presente,nao detectou
8285,presente,detectou
8286,ausente,nao detectou
8287,ausente,detectou
8288,ausente,nao detectou
8289,ausente,detectou
8290,ausente,nao detectou
8291,ausente,nao detectou
8292,ausente,nao detectou
8293,ausente,nao detectou
8294,ausente,nao detectou
8295,ausente,nao detectou
8296,ausente,nao detectou
8297,ausente,nao detectou
8298,ausente,nao detectou
8299,ausente,nao detectou
8300,presente,detectou
8301,ausente,nao detectou
8302,ausente,nao detectou
8303,ausente,nao detectou
8304,ausente,nao detectou
8305,presente,detectou
8306,ausente,nao detectou
8307,ausente,nao detectou
8308,ausente,nao detectou
8309,ausente,nao detectou
8310,ausente,detectou
8311,ausente,nao detectou
8312,ausente,nao detectou
8313,ausente,nao detectou
8314,presente,detectou
8315,ausente,detectou
8316,ausente,nao detectou
8317,ausente,detectou
8318,ausente,nao detectou
8319,ausente,detectou
8320,ausente,nao detectou
8321,presente,nao detectou
8322,ausente,detectou
8323,ausente,detectou
8324,presente,detectou
8325,ausente,detectou
8326,presente,detectou
8327,ausente,detectou
8328,presente,nao detectou
8329,ausente,nao detectou
8330,ausente,detectou
8331,ausente,nao detectou
8332,ausente,nao detectou
8333,ausente,nao detectou
8334,ausente,nao detectou
8335,presente,detectou
8336,ausente,nao detectou
8337,ausente,nao detectou
8338,ausente,detectou
8339,ausente,nao detectou
8340,presente,detectou
8341,presente,nao detectou
8342,ausente,nao detectou
8343,presente,detectou
8344,ausente,nao detectou
8345,ausente,nao detectou
8346,ausente,nao detectou
8347,ausente,nao detectou
8348,ausente,nao detectou
8349,presente,nao detectou
8350,ausente,detectou
8351,presente,nao detectou
8352,ausente,detectou
8353,presente,detectou
8354,presente,nao detectou
8355,presente,detectou
8356,presente,detectou
8357,ausente,nao detectou
8358,ausente,nao detectou
8359,ausente,detectou
8360,presente,detectou
8361,ausente,nao detectou
8362,presente,detectou
8363,ausente,nao detectou
8364,ausente,detectou
8365,ausente,nao detectou
8366,ausente,nao detectou
8367,ausente,nao detectou
8368,ausente,detectou
8369,presente,detectou
8370,presente,detectou
8371,ausente,nao detectou
8372,presente,nao detectou
8373,ausente,nao detectou
8374,presente,detectou
8375,ausente,detectou
8376,presente,nao detectou
8377,ausente,nao detectou
8378,presente,detectou
8379,ausente,nao detectou
8380,presente,detectou
8381,ausente,nao detectou
8382,ausente,nao detectou
8383,ausente,nao detectou
8384,presente,detectou
8385,ausente,nao detectou
8386,ausente,nao detectou
8387,ausente,detectou
8388,presente,nao detectou
8389,ausente,detectou
8390,ausente,nao detectou
8391,ausente,nao detectou
8392,ausente,nao detectou
8393,ausente,detectou
8394,ausente,nao detectou
8395,ausente,nao detectou
8396,ausente,nao detectou
8397,ausente,nao detectou
8398,ausente,nao detectou
8399,ausente,nao detectou
8400,ausente,nao detectou
8401,ausente,detectou
8402,ausente,nao detectou
8403,presente,detectou
8404,ausente,nao detectou
8405,ausente,nao detectou
8406,ausente,detectou
8407,ausente,nao detectou
8408,ausente,nao detectou
8409,ausente,nao detectou
8410,ausente,nao detectou
8411,ausente,nao detectou
8412,ausente,detectou
8413,presente,detectou
8414,ausente,nao detectou
8415,ausente,nao detectou
8416,ausente,nao detectou
8417,presente,detectou
8418,ausente,nao detectou
8419,ausente,nao detectou
8420,presente,detectou
8421,ausente,nao detectou
8422,ausente,nao detectou
8423,ausente,nao detectou
8424,ausente,nao detectou
8425,ausente,nao detectou
8426,ausente,nao detectou
8427,ausente,nao detectou
8428,presente,detectou
8429,ausente,nao detectou
8430,presente,nao detectou
8431,ausente,nao detectou
8432,ausente,nao detectou
8433,ausente,nao detectou
8434,ausente,nao detectou
8435,ausente,nao detectou
8436,ausente,nao detectou
8437,presente,nao detectou
8438,ausente,detectou
8439,ausente,nao detectou
8440,ausente,nao detectou
8441,ausente,nao detectou
8442,presente,detectou
8443,presente,detectou
8444,ausente,nao detectou
8445,ausente,nao detectou
8446,presente,detectou
8447,presente,detectou
8448,ausente,nao detectou
8449,ausente,nao detectou
8450,presente,detectou
8451,ausente,detectou
8452,ausente,nao detectou
8453,presente,detectou
8454,ausente,nao detectou
8455,ausente,nao detectou
8456,presente,nao detectou
8457,ausente,nao detectou
8458,ausente,nao detectou
8459,presente,detectou
8460,ausente,detectou
8461,presente,detectou
8462,presente,nao detectou
8463,ausente,nao detectou
8464,ausente,nao detectou
8465,ausente,nao detectou
8466,ausente,detectou
8467,ausente,nao detectou
8468,ausente,nao detectou
8469,ausente,nao detectou
8470,ausente,nao detectou
8471,ausente,nao detectou
8472,ausente,nao detectou
8473,presente,detectou
8474,ausente,nao detectou
8475,ausente,nao detectou
8476,ausente,nao detectou
8477,ausente,nao detectou
8478,ausente,detectou
8479,ausente,nao detectou
8480,presente,nao detectou
8481,ausente,nao detectou
8482,ausente,nao detectou
8483,presente,detectou
8484,ausente,nao detectou
8485,ausente,detectou
8486,ausente,nao detectou
8487,ausente,nao detectou
8488,ausente,nao detectou
8489,ausente,nao detectou
8490,ausente,detectou
8491,ausente,detectou
8492,ausente,detectou
8493,ausente,nao detectou
8494,ausente,nao detectou
8495,ausente,nao detectou
8496,presente,detectou
8497,presente,detectou
8498,ausente,nao detectou
8499,ausente,nao detectou
8500,ausente,nao detectou
8501,ausente,nao detectou
8502,ausente,nao detectou
8503,ausente,nao detectou
8504,ausente,nao detectou
8505,ausente,nao detectou
8506,ausente,nao detectou
8507,ausente,nao detectou
8508,ausente,nao detectou
8509,ausente,nao detectou
8510,ausente,nao detectou
8511,ausente,nao detectou
8512,presente,detectou
8513,ausente,detectou
8514,ausente,nao detectou
8515,ausente,nao detectou
8516,ausente,nao detectou
8517,ausente,nao detectou
8518,ausente,nao detectou
8519,ausente,nao detectou
8520,ausente,nao detectou
8521,ausente,nao detectou
8522,ausente,nao detectou
8523,ausente,nao detectou
8524,ausente,nao detectou
8525,ausente,nao detectou
8526,presente,nao detectou
8527,ausente,nao detectou
8528,ausente,nao detectou
8529,ausente,nao detectou
8530,ausente,nao detectou
8531,ausente,nao detectou
8532,ausente,nao detectou
8533,ausente,nao detectou
8534,ausente,nao detectou
8535,ausente,nao detectou
8536,presente,detectou
8537,ausente,nao detectou
8538,ausente,nao detectou
8539,ausente,nao detectou
8540,ausente,nao detectou
8541,presente,nao detectou
8542,ausente,nao detectou
8543,ausente,nao detectou
8544,presente,nao detectou
8545,ausente,nao detectou
8546,ausente,detectou
8547,ausente,nao detectou
8548,ausente,nao detectou
8549,ausente,nao detectou
8550,ausente,detectou
8551,ausente,nao detectou
8552,ausente,nao detectou
8553,ausente,nao detectou
8554,ausente,nao detectou
8555,ausente,detectou
8556,ausente,nao detectou
8557,ausente,nao detectou
8558,ausente,nao detectou
8559,presente,nao detectou
8560,ausente,nao detectou
8561,presente,detectou
8562,ausente,nao detectou
8563,ausente,nao detectou
8564,ausente,nao detectou
8565,ausente,nao detectou
8566,ausente,nao detectou
8567,ausente,nao detectou
8568,presente,detectou
8569,ausente,nao detectou
8570,ausente,detectou
8571,ausente,detectou
8572,ausente,nao detectou
8573,ausente,nao detectou
8574,ausente,nao detectou
8575,ausente,nao detectou
8576,ausente,nao detectou
8577,ausente,nao detectou
8578,ausente,detectou
8579,ausente,nao detectou
8580,ausente,nao detectou
8581,presente,detectou
8582,ausente,nao detectou
8583,presente,detectou
8584,presente,nao detectou
8585,ausente,nao detectou
8586,ausente,nao detectou
8587,ausente,nao detectou
8588,ausente,nao detectou
8589,ausente,detectou
8590,presente,nao detectou
8591,presente,detectou
8592,ausente,nao detectou
8593,ausente,nao detectou
8594,ausente,nao detectou
8595,presente,detectou
8596,presente,nao detectou
8597,ausente,nao detectou
8598,presente,nao detectou
8599,ausente,nao detectou
8600,ausente,detectou
8601,ausente,nao detectou
8602,ausente,nao detectou
8603,ausente,nao detectou
8604,presente,detectou
8605,ausente,nao detectou
8606,ausente,nao detectou
8607,ausente,nao detectou
8608,ausente,nao detectou
8609,ausente,nao detectou
8610,ausente,nao detectou
8611,ausente,nao detectou
8612,ausente,nao detectou
8613,ausente,nao detectou
8614,ausente,nao detectou
8615,ausente,nao detectou
8616,ausente,nao detectou
8617,presente,detectou
8618,ausente,nao detectou
8619,presente,detectou
8620,ausente,nao detectou
8621,ausente,nao detectou
8622,ausente,nao detectou
8623,ausente,detectou
8624,presente,nao detectou
8625,ausente,nao detectou
8626,presente,detectou
8627,ausente,nao detectou
8628,ausente,nao detectou
8629,ausente,detectou
8630,ausente,nao detectou
8631,ausente,nao detectou
8632,ausente,nao detectou
8633,ausente,nao detectou
8634,ausente,detectou
8635,ausente,nao detectou
8636,ausente,nao detectou
8637,ausente,nao detectou
8638,ausente,nao detectou
8639,ausente,nao detectou
8640,ausente,nao detectou
8641,ausente,nao detectou
8642,ausente,nao detectou
8643,ausente,nao detectou
8644,ausente,nao detectou
8645,ausente,nao detectou
8646,ausente,nao detectou
8647,ausente,nao detectou
8648,ausente,nao detectou
8649,ausente,nao detectou
8650,presente,nao detectou
8651,ausente,nao detectou
8652,ausente,nao detectou
8653,presente,detectou
8654,ausente,detectou
8655,ausente,nao detectou
8656,ausente,nao detectou
8657,ausente,detectou
8658,presente,detectou
8659,ausente,nao detectou
8660,ausente,nao detectou
8661,presente,detectou
8662,presente,nao detectou
8663,ausente,nao detectou
8664,ausente,nao detectou
8665,ausente,nao detectou
8666,ausente,nao detectou
8667,ausente,nao detectou
8668,ausente,nao detectou
8669,ausente,nao detectou
8670,ausente,nao detectou
8671,ausente,nao detectou
8672,ausente,nao detectou
8673,ausente,nao detectou
8674,ausente,nao detectou
8675,ausente,nao detectou
8676,ausente,nao detectou
8677,ausente,nao detectou
8678,presente,detectou
8679,ausente,detectou
8680,ausente,nao detectou
8681,ausente,nao detectou
8682,ausente,detectou
8683,ausente,nao detectou
8684,ausente,detectou
8685,ausente,detectou
8686,ausente,nao detectou
8687,ausente,nao detectou
8688,ausente,detectou
8689,ausente,nao detectou
8690,ausente,detectou
8691,ausente,nao detectou
8692,ausente,nao detectou
8693,ausente,nao detectou
8694,ausente,nao detectou
8695,ausente,nao detectou
8696,ausente,nao detectou
8697,presente,nao detectou
8698,ausente,nao detectou
8699,ausente,nao detectou
8700,ausente,nao detectou
8701,ausente,nao detectou
8702,ausente,nao detectou
8703,ausente,nao detectou
8704,ausente,nao detectou
8705,ausente,nao detectou
8706,ausente,nao detectou
8707,ausente,nao detectou
8708,ausente,nao detectou
8709,ausente,nao detectou
8710,ausente,nao detectou
8711,presente,detectou
8712,presente,nao detectou
8713,ausente,detectou
8714,ausente,detectou
8715,ausente,nao detectou
8716,ausente,nao detectou
8717,ausente,nao detectou
8718,ausente,nao detectou
8719,ausente,nao detectou
8720,presente,nao detectou
8721,presente,nao detectou
8722,ausente,detectou
8723,ausente,nao detectou
8724,ausente,nao detectou
8725,ausente,nao detectou
8726,presente,nao detectou
8727,ausente,nao detectou
8728,ausente,nao detectou
8729,presente,detectou
8730,ausente,nao detectou
8731,ausente,nao detectou
8732,presente,detectou
8733,presente,nao detectou
8734,ausente,nao detectou
8735,presente,detectou
8736,ausente,nao detectou
8737,ausente,nao detectou
8738,ausente,nao detectou
8739,ausente,nao detectou
8740,ausente,nao detectou
8741,ausente,nao detectou
8742,presente,detectou
8743,ausente,nao detectou
8744,ausente,nao detectou
8745,ausente,nao detectou
8746,ausente,detectou
8747,presente,nao detectou
8748,ausente,nao detectou
8749,ausente,nao detectou
8750,ausente,nao detectou
8751,ausente,detectou
8752,presente,nao detectou
8753,ausente,nao detectou
8754,ausente,nao detectou
8755,ausente,nao detectou
8756,ausente,nao detectou
8757,ausente,detectou
8758,ausente,nao detectou
8759,ausente,nao detectou
8760,ausente,nao detectou
8761,ausente,nao detectou
8762,presente,nao detectou
8763,ausente,nao detectou
8764,ausente,nao detectou
8765,presente,detectou
8766,ausente,nao detectou
8767,ausente,nao detectou
8768,ausente,nao detectou
8769,ausente,nao detectou
8770,ausente,nao detectou
8771,ausente,nao detectou
8772,presente,detectou
8773,ausente,detectou
8774,presente,detectou
8775,ausente,nao detectou
8776,ausente,nao detectou
8777,ausente,nao detectou
8778,ausente,nao detectou
8779,ausente,nao detectou
8780,presente,nao detectou
8781,ausente,nao detectou
8782,presente,detectou
8783,ausente,detectou
8784,ausente,nao detectou
8785,presente,detectou
8786,ausente,nao detectou
8787,ausente,nao detectou
8788,ausente,nao detectou
8789,ausente,nao detectou
8790,ausente,nao detectou
8791,ausente,nao detectou
8792,ausente,nao detectou
8793,ausente,detectou
8794,presente,nao detectou
8795,ausente,nao detectou
8796,ausente,nao detectou
8797,presente,detectou
8798,presente,detectou
8799,ausente,nao detectou
8800,ausente,nao detectou
8801,ausente,nao detectou
8802,ausente,nao detectou
8803,ausente,nao detectou
8804,ausente,nao detectou
8805,ausente,nao detectou
8806,ausente,nao detectou
8807,presente,detectou
8808,presente,detectou
8809,ausente,nao detectou
8810,ausente,nao detectou
8811,ausente,nao detectou
8812,ausente,nao detectou
8813,ausente,nao detectou
8814,ausente,nao detectou
8815,presente,detectou
8816,ausente,nao detectou
8817,ausente,nao detectou
8818,ausente,nao detectou
8819,ausente,nao detectou
8820,presente,detectou
8821,ausente,nao detectou
8822,presente,detectou
8823,ausente,nao detectou
8824,ausente,nao detectou
8825,ausente,nao detectou
8826,ausente,nao detectou
8827,ausente,nao detectou
8828,ausente,nao detectou
8829,ausente,nao detectou
8830,presente,detectou
8831,ausente,nao detectou
8832,ausente,detectou
8833,presente,detectou
8834,ausente,nao detectou
8835,ausente,detectou
8836,ausente,nao detectou
8837,presente,nao detectou
8838,ausente,nao detectou
8839,ausente,nao detectou
8840,ausente,nao detectou
8841,ausente,nao detectou
8842,presente,detectou
8843,ausente,detectou
8844,ausente,detectou
8845,ausente,nao detectou
8846,ausente,nao detectou
8847,ausente,nao detectou
8848,ausente,nao detectou
8849,ausente,nao detectou
8850,ausente,nao detectou
8851,ausente,nao detectou
8852,ausente,nao detectou
8853,ausente,detectou
8854,ausente,nao detectou
8855,presente,nao detectou
8856,ausente,nao detectou
8857,ausente,nao detectou
8858,ausente,detectou
8859,ausente,nao detectou
8860,ausente,detectou
8861,ausente,nao detectou
8862,ausente,nao detectou
8863,ausente,nao detectou
8864,ausente,nao detectou
8865,ausente,nao detectou
8866,ausente,nao detectou
8867,ausente,nao detectou
8868,ausente,nao detectou
8869,presente,nao detectou
8870,ausente,nao detectou
8871,presente,detectou
8872,ausente,nao detectou
8873,presente,nao detectou
8874,ausente,nao detectou
8875,presente,detectou
8876,ausente,nao detectou
8877,ausente,detectou
8878,ausente,nao detectou
8879,ausente,nao detectou
8880,ausente,nao detectou
8881,presente,nao detectou
8882,ausente,nao detectou
8883,ausente,detectou
8884,presente,detectou
8885,ausente,nao detectou
8886,ausente,nao detectou
8887,ausente,nao detectou
8888,ausente,nao detectou
8889,presente,detectou
8890,ausente,detectou
8891,presente,detectou
8892,presente,detectou
8893,ausente,nao detectou
8894,ausente,nao detectou
8895,ausente,nao detectou
8896,ausente,nao detectou
8897,presente,detectou
8898,ausente,nao detectou
8899,ausente,nao detectou
8900,ausente,nao detectou
8901,ausente,nao detectou
8902,ausente,nao detectou
8903,ausente,nao detectou
8904,ausente,nao detectou
8905,ausente,nao detectou
8906,presente,detectou
8907,ausente,nao detectou
8908,presente,detectou
8909,ausente,nao detectou
8910,ausente,detectou
8911,ausente,detectou
8912,ausente,nao detectou
8913,presente,nao detectou
8914,presente,nao detectou
8915,ausente,detectou
8916,presente,nao detectou
8917,ausente,nao detectou
8918,presente,detectou
8919,ausente,nao detectou
8920,ausente,nao detectou
8921,ausente,nao detectou
8922,ausente,nao detectou
8923,ausente,detectou
8924,ausente,nao detectou
8925,ausente,detectou
8926,ausente,nao detectou
8927,ausente,nao detectou
8928,ausente,nao detectou
8929,ausente,nao detectou
8930,ausente,nao detectou
8931,ausente,detectou
8932,ausente,nao detectou
8933,ausente,nao detectou
8934,ausente,nao detectou
8935,ausente,nao detectou
8936,presente,detectou
8937,ausente,nao detectou
8938,ausente,nao detectou
8939,ausente,detectou
8940,presente,detectou
8941,ausente,nao detectou
8942,presente,detectou
8943,ausente,nao detectou
8944,ausente,nao detectou
8945,ausente,detectou
8946,ausente,nao detectou
8947,presente,nao detectou
8948,presente,nao detectou
8949,ausente,detectou
8950,ausente,nao detectou
8951,presente,nao detectou
8952,ausente,detectou
8953,presente,detectou
8954,ausente,nao detectou
8955,ausente,detectou
8956,ausente,detectou
8957,presente,detectou
8958,presente,detectou
8959,ausente,nao detectou
8960,ausente,nao detectou
8961,ausente,nao detectou
8962,presente,detectou
8963,ausente,nao detectou
8964,presente,detectou
8965,ausente,nao detectou
8966,presente,detectou
8967,ausente,detectou
8968,ausente,nao detectou
8969,ausente,nao detectou
8970,ausente,nao detectou
8971,ausente,nao detectou
8972,ausente,nao detectou
8973,ausente,nao detectou
8974,presente,nao detectou
8975,presente,nao detectou
8976,presente,nao detectou
8977,presente,nao detectou
8978,ausente,nao detectou
8979,ausente,nao detectou
